feature,family,fed_subset,price_action,source,available_from,description,coverage_cpi_discovery,coverage_nfp_discovery,in_models,rule_primitive_eligible
f_cons_cpi_yoy,CONSENSUS,False,False,storico ForexFactory (forecast),prima di T0 (non garantito a T−3D),consensus della release corrente e distanza dal precedente e dalla media recente,1.0,0.0,True,True
f_cons_cpi_yoy_minus_last,CONSENSUS,False,False,storico ForexFactory (forecast),prima di T0 (non garantito a T−3D),consensus della release corrente e distanza dal precedente e dalla media recente,1.0,0.0,True,True
f_cons_cpi_yoy_minus_avg3,CONSENSUS,False,False,storico ForexFactory (forecast),prima di T0 (non garantito a T−3D),consensus della release corrente e distanza dal precedente e dalla media recente,1.0,0.0,True,True
f_cons_cpi_yoy_z_vs_recent,CONSENSUS,False,False,storico ForexFactory (forecast),prima di T0 (non garantito a T−3D),consensus della release corrente e distanza dal precedente e dalla media recente,1.0,0.0,True,True
f_react_other_last_dir,MACRO,False,False,Dukascopy tick delle release precedenti,T0 precedente + 60 s,memoria delle reazioni dell'oro alle release precedenti (stessa famiglia e altra famiglia),1.0,1.0,True,True
f_react_other_mean_dir3,MACRO,False,False,Dukascopy tick delle release precedenti,T0 precedente + 60 s,memoria delle reazioni dell'oro alle release precedenti (stessa famiglia e altra famiglia),1.0,1.0,True,True
f_react_other_mean_dir6,MACRO,False,False,Dukascopy tick delle release precedenti,T0 precedente + 60 s,memoria delle reazioni dell'oro alle release precedenti (stessa famiglia e altra famiglia),1.0,1.0,True,True
f_react_other_abs_move_med6,MACRO,False,False,Dukascopy tick delle release precedenti,T0 precedente + 60 s,memoria delle reazioni dell'oro alle release precedenti (stessa famiglia e altra famiglia),1.0,1.0,True,True
f_react_other_range_med6,MACRO,False,False,Dukascopy tick delle release precedenti,T0 precedente + 60 s,memoria delle reazioni dell'oro alle release precedenti (stessa famiglia e altra famiglia),1.0,1.0,True,True
f_cons_cpi_mom,CONSENSUS,False,False,storico ForexFactory (forecast),prima di T0 (non garantito a T−3D),consensus della release corrente e distanza dal precedente e dalla media recente,1.0,0.0,True,True
f_cons_core_mom,CONSENSUS,False,False,storico ForexFactory (forecast),prima di T0 (non garantito a T−3D),consensus della release corrente e distanza dal precedente e dalla media recente,1.0,0.0,True,True
f_cons_core_minus_prev,CONSENSUS,False,False,storico ForexFactory (forecast),prima di T0 (non garantito a T−3D),consensus della release corrente e distanza dal precedente e dalla media recente,0.987,0.0,True,True
f_cons_cpi_minus_prev,CONSENSUS,False,False,storico ForexFactory (forecast),prima di T0 (non garantito a T−3D),consensus della release corrente e distanza dal precedente e dalla media recente,0.987,0.0,True,True
f_cons_yoy_minus_prev,CONSENSUS,False,False,storico ForexFactory (forecast),prima di T0 (non garantito a T−3D),consensus della release corrente e distanza dal precedente e dalla media recente,0.987,0.0,True,True
f_surp_core_ppi_last,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_core_ppi_mean3,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_core_ppi_streak,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_core_ppi_days,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_core_retail_last,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_core_retail_mean3,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_core_retail_streak,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_core_retail_days,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_ppi_last,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_ppi_mean3,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_ppi_streak,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_ppi_days,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_retail_last,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_retail_mean3,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_retail_streak,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_retail_days,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_cpi_mom_last,MACRO,False,False,Tabella A BLS,release + 60 s,CPI della release precedente,0.987,0.987,True,True
f_cpi_yoy_last,MACRO,False,False,Tabella A BLS,release + 60 s,CPI della release precedente,0.987,0.987,True,True
f_cpi_mom_avg3,MACRO,False,False,Tabella A BLS,release + 60 s,CPI della release precedente,0.987,0.987,True,True
f_cpi_mom_avg6,MACRO,False,False,Tabella A BLS,release + 60 s,CPI della release precedente,0.987,0.987,True,True
f_cpi_accel,MACRO,False,False,Tabella A BLS,release + 60 s,CPI della release precedente,0.987,0.987,True,True
f_cpi_accel_3v3,MACRO,False,False,Tabella A BLS,release + 60 s,CPI della release precedente,0.987,0.987,True,True
f_core_mom_last,MACRO,False,False,Tabella A BLS,release + 60 s,core CPI della release precedente,0.987,0.987,True,True
f_core_yoy_last,MACRO,False,False,Tabella A BLS,release + 60 s,core CPI della release precedente,0.987,0.987,True,True
f_core_mom_avg3,MACRO,False,False,Tabella A BLS,release + 60 s,core CPI della release precedente,0.987,0.987,True,True
f_core_mom_avg6,MACRO,False,False,Tabella A BLS,release + 60 s,core CPI della release precedente,0.987,0.987,True,True
f_core_accel,MACRO,False,False,Tabella A BLS,release + 60 s,core CPI della release precedente,0.987,0.987,True,True
f_core_accel_3v3,MACRO,False,False,Tabella A BLS,release + 60 s,core CPI della release precedente,0.987,0.987,True,True
f_surp_cpi_last,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_cpi_mean3,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_cpi_streak,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_cpi_days,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_cpi_yoy_last,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_cpi_yoy_mean3,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_cpi_yoy_streak,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_cpi_yoy_days,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_react_same_last_dir,MACRO,False,False,Dukascopy tick delle release precedenti,T0 precedente + 60 s,memoria delle reazioni dell'oro alle release precedenti (stessa famiglia e altra famiglia),1.0,1.0,True,True
f_react_same_mean_dir3,MACRO,False,False,Dukascopy tick delle release precedenti,T0 precedente + 60 s,memoria delle reazioni dell'oro alle release precedenti (stessa famiglia e altra famiglia),1.0,1.0,True,True
f_react_same_mean_dir6,MACRO,False,False,Dukascopy tick delle release precedenti,T0 precedente + 60 s,memoria delle reazioni dell'oro alle release precedenti (stessa famiglia e altra famiglia),1.0,1.0,True,True
f_react_same_abs_move_med6,MACRO,False,False,Dukascopy tick delle release precedenti,T0 precedente + 60 s,memoria delle reazioni dell'oro alle release precedenti (stessa famiglia e altra famiglia),1.0,1.0,True,True
f_react_same_range_med6,MACRO,False,False,Dukascopy tick delle release precedenti,T0 precedente + 60 s,memoria delle reazioni dell'oro alle release precedenti (stessa famiglia e altra famiglia),1.0,1.0,True,True
f_surp_core_pce_last,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_core_pce_mean3,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_core_pce_streak,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_core_pce_days,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_nowcast_core_mom,CONSENSUS,False,False,Cleveland Fed,giorno d 23:59 ET,nowcast dell'inflazione,0.974,0.0,True,True
f_nowcast_cpi_mom,CONSENSUS,False,False,Cleveland Fed,giorno d 23:59 ET,nowcast dell'inflazione,0.974,0.0,True,True
f_gap_core,CONSENSUS,False,False,Cleveland Fed + ForexFactory,prima di T0,nowcast meno consensus,0.974,0.0,True,True
f_gap_headline,CONSENSUS,False,False,Cleveland Fed + ForexFactory,prima di T0,nowcast meno consensus,0.974,0.0,True,True
f_surp_ur_last,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_ur_mean3,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_ur_streak,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_ur_days,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_core_yoy_chg_3m,MACRO,False,False,Tabella A BLS,release + 60 s,core CPI della release precedente,0.974,0.974,True,True
f_react_other_beta12,MACRO,False,False,Dukascopy tick delle release precedenti,T0 precedente + 60 s,memoria delle reazioni dell'oro alle release precedenti (stessa famiglia e altra famiglia),1.0,1.0,True,True
f_react_other_corr12,MACRO,False,False,Dukascopy tick delle release precedenti,T0 precedente + 60 s,memoria delle reazioni dell'oro alle release precedenti (stessa famiglia e altra famiglia),1.0,1.0,True,True
f_react_same_beta12,MACRO,False,False,Dukascopy tick delle release precedenti,T0 precedente + 60 s,memoria delle reazioni dell'oro alle release precedenti (stessa famiglia e altra famiglia),1.0,1.0,True,True
f_react_same_corr12,MACRO,False,False,Dukascopy tick delle release precedenti,T0 precedente + 60 s,memoria delle reazioni dell'oro alle release precedenti (stessa famiglia e altra famiglia),1.0,1.0,True,True
f_core_yoy_chg_12m,MACRO,False,False,Tabella A BLS,release + 60 s,core CPI della release precedente,0.974,0.974,True,True
f_surp_core_cpi_last,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_core_cpi_mean3,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_core_cpi_streak,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_core_cpi_days,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_cot_mm_net_pct_oi,POSITIONING,False,False,CFTC,martedì + 3 giorni 15:30 ET,posizionamento managed money,1.0,1.0,True,True
f_cot_mm_chg_4w,POSITIONING,False,False,CFTC,martedì + 3 giorni 15:30 ET,posizionamento managed money,1.0,1.0,True,True
f_cot_mm_pct_3y,POSITIONING,False,False,CFTC,martedì + 3 giorni 15:30 ET,posizionamento managed money,1.0,1.0,True,True
f_cot_age_days,POSITIONING,False,False,CFTC,martedì + 3 giorni 15:30 ET,posizionamento managed money,1.0,1.0,False,False
f_nfp_last_k,MACRO,False,False,comunicati BLS Employment Situation,release + 60 s,livelli e revisioni NFP della release precedente,1.0,1.0,True,True
f_nfp_avg3_k,MACRO,False,False,comunicati BLS Employment Situation,release + 60 s,livelli e revisioni NFP della release precedente,1.0,1.0,True,True
f_nfp_rev_net2_k,MACRO,False,False,comunicati BLS Employment Situation,release + 60 s,livelli e revisioni NFP della release precedente,1.0,1.0,True,True
f_ur_last,MACRO,False,False,comunicati BLS,release + 60 s,disoccupazione,0.923,0.923,True,True
f_ur_chg_12m,MACRO,False,False,comunicati BLS,release + 60 s,disoccupazione,0.923,0.923,True,True
f_ahe_mom_last,MACRO,False,False,comunicati BLS,release + 60 s,salari orari,1.0,1.0,True,True
f_ahe_yoy_last,MACRO,False,False,comunicati BLS,release + 60 s,salari orari,1.0,1.0,True,True
f_hours_chg,MACRO,False,False,comunicati BLS,release + 60 s,ore settimanali,1.0,1.0,True,True
f_part_last,MACRO,False,False,comunicati BLS,release + 60 s,partecipazione,0.923,0.923,True,True
f_ur_chg_3m,MACRO,False,False,comunicati BLS,release + 60 s,disoccupazione,0.846,0.846,True,True
f_nfp_rev_sum3_k,MACRO,False,False,comunicati BLS Employment Situation,release + 60 s,livelli e revisioni NFP della release precedente,1.0,1.0,True,True
f_xm_spx_ret_15m_pct,VOLRISK,False,False,"Dukascopy EURUSD, USDJPY, USA500, USATECH M1",chiusura della candela,rendimenti 15/60/240/1440 min e range dell'ultima ora dei mercati incrociati,0.987,0.949,True,True
f_xm_spx_ret_1440m_pct,VOLRISK,False,False,"Dukascopy EURUSD, USDJPY, USA500, USATECH M1",chiusura della candela,rendimenti 15/60/240/1440 min e range dell'ultima ora dei mercati incrociati,0.987,0.936,True,True
f_rel_xau_spx_corr_20d,VOLRISK,False,False,Dukascopy + Treasury,chiusura della candela / D 18:00 ET,"correlazioni e beta oro-dollaro, oro-azionario, oro-tassi; divergenze",1.0,1.0,True,True
f_xm_spx_ret_60m_pct,VOLRISK,False,False,"Dukascopy EURUSD, USDJPY, USA500, USATECH M1",chiusura della candela,rendimenti 15/60/240/1440 min e range dell'ultima ora dei mercati incrociati,0.987,0.949,True,True
f_xm_spx_ret_240m_pct,VOLRISK,False,False,"Dukascopy EURUSD, USDJPY, USA500, USATECH M1",chiusura della candela,rendimenti 15/60/240/1440 min e range dell'ultima ora dei mercati incrociati,0.987,0.949,True,True
f_xm_spx_range_60m_pct,VOLRISK,False,False,"Dukascopy EURUSD, USDJPY, USA500, USATECH M1",chiusura della candela,rendimenti 15/60/240/1440 min e range dell'ultima ora dei mercati incrociati,0.987,0.949,True,True
f_xm_ndx_ret_15m_pct,VOLRISK,False,False,"Dukascopy EURUSD, USDJPY, USA500, USATECH M1",chiusura della candela,rendimenti 15/60/240/1440 min e range dell'ultima ora dei mercati incrociati,0.987,0.949,True,True
f_xm_ndx_ret_60m_pct,VOLRISK,False,False,"Dukascopy EURUSD, USDJPY, USA500, USATECH M1",chiusura della candela,rendimenti 15/60/240/1440 min e range dell'ultima ora dei mercati incrociati,0.987,0.949,True,True
f_xm_ndx_ret_240m_pct,VOLRISK,False,False,"Dukascopy EURUSD, USDJPY, USA500, USATECH M1",chiusura della candela,rendimenti 15/60/240/1440 min e range dell'ultima ora dei mercati incrociati,0.987,0.949,True,True
f_xm_ndx_range_60m_pct,VOLRISK,False,False,"Dukascopy EURUSD, USDJPY, USA500, USATECH M1",chiusura della candela,rendimenti 15/60/240/1440 min e range dell'ultima ora dei mercati incrociati,0.987,0.949,True,True
f_xm_ndx_ret_1440m_pct,VOLRISK,False,False,"Dukascopy EURUSD, USDJPY, USA500, USATECH M1",chiusura della candela,rendimenti 15/60/240/1440 min e range dell'ultima ora dei mercati incrociati,0.987,0.949,True,True
f_surp_jolts_last,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_jolts_mean3,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_jolts_streak,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_jolts_days,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
